1	 1.00000
2	 1.00000
3	 1.00000
4	 1.00000
5	 1.00000
6	 1.00000
7	 0.00000
8	 0.00004
9	 0.00004
10	 1.00000
12	 0.00000
13	 0.00004
16	 1.00000
17	 0.00000
19	 1.00000
20	 0.00000
24	 0.00000
27	 1.00000
29	 0.00000
30	 0.00000
31	 0.00000
32	 0.00004
33	 0.00000
36	 0.00004
39	 1.00000
40	 0.00000
42	 0.00004
43	 0.00000
50	 0.00004
53	 0.00004
54	 0.00004
55	 0.00004
56	 0.00000
61	 0.00004
62	 0.00000
64	 0.00004
65	 0.00004
68	 0.00004
70	 0.00004
71	 0.00004
72	 0.00000
73	 0.00004
75	 0.00004
76	 0.00000
77	 0.00004
81	 0.00000
82	 0.00000
83	 0.00004
84	 0.00004
86	 0.00000
87	 0.00004
92	 0.00004
94	 0.00004
96	 0.00004
97	 0.00000
98	 0.00004
99	 0.00000
100	 0.00004
104	 0.00004
105	 0.00004
106	 0.00004
107	 0.00004
110	 0.00004
111	 0.00004
118	 0.00004
123	 0.00004
131	 0.00004
132	 0.00004
138	 0.00004
139	 0.00004
144	 0.00002
146	 0.00002
147	 0.00004
165	 0.00000
169	 0.00004
172	 0.00004
175	 0.00004
182	 0.00004
183	 0.00004
187	 0.00004
191	 0.00004
194	 0.00004
197	 0.00000
198	 0.00004
199	 0.00004
200	 0.00004
206	 0.00004
213	 0.00004
215	 0.00000
216	 0.00004
217	 0.00004
220	 0.00004
223	 0.00004
224	 0.00004
233	 0.00004
234	 0.00004
235	 0.00004
237	 0.00004
252	 0.00004
253	 0.00004
254	 0.00004
269	 0.00004
275	 0.00004
283	 0.00004
289	 0.00004
290	 0.00004
293	 0.00004
298	 0.00004
304	 0.00004
305	 0.00004
307	 0.00004
309	 0.00004
313	 0.00004
316	 0.00004
323	 0.00004
332	 0.00004
333	 0.00004
352	 0.00004
356	 0.00004
357	 0.00004
360	 0.00004
362	 0.00004
363	 0.00004
366	 0.00004
382	 0.00004
386	 0.00004
391	 0.00004
395	 0.00004
